# =========================================================================================================================================
🇨🇳 央视/卫视「IPV6」,#genre#
CCTV4美洲,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4a
CCTV4欧洲,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4o
CCTV5体育,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv5
CCTV5+体育赛事,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv5p
CCTV6电影,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv6
CCTV7国防军事,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv7
CCTV8电视剧  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv8
CCTV9纪录,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv9
CCTV10科教  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv10
CCTV11戏曲  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv11
CCTV12社会与法,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv12
CCTV13新闻  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv13
CCTV14少儿  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv14
CCTV15音乐  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv15
CCTV17农业农村,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv17
CCTV发现之旅,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=fxzl
CCTV老故事  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=lgs
CCTV中学生  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=zxs
CGTN     ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtn
CGTN纪录,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtnjl
CCTV西班牙语,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtne
CCTV法语,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtnf
CCTV阿拉伯语,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtna
CCTV俄语,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtnr
东方卫视x,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dfws
重庆卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cqws
吉林卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jlws
辽宁卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=lnws
内蒙古卫视  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=nmws
宁夏卫视x   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=nxws
甘肃卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gsws
青海卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=qhws
陕西卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=sxws
山东卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=sdws
河南卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hnws
湖北卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hubws
湖南卫视x   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hunws
江西卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jxws
江苏卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsws
东南卫视x   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dnws
海峡卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hxws
广东卫视x   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gdws
大湾区卫视  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dwqws
广西卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gxws
云南卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ynws
贵州卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gzws
新疆卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xjws
西藏卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xzws
海南卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hinws
四海钓鱼,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=shdy
CHC动作电影 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=chcdzdy
CHC家庭影院 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=chcjtdy
东方影视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dfys
上海新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=shxwzh
上海第一财,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dycj
上视纪实人文,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=shjsrw
上海外语,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=shics
法治天地,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=fztd
劲爆体育,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jbty
魅力足球,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=mlzq
乐游    ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ly
欢笑剧场,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hxjc
七彩戏剧,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=qcxj
游戏风云,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=yxfy
临洮电视台,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=lttv
江苏城市,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jscs
江苏综艺,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jszy
江苏影视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsys
江苏公共新闻,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsggxw
江苏国际,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsgj
江苏教育,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsjy
江苏体育休闲,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jstyxx
优漫卡通,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ymkt
南京新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=njxwzh
南京教科,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=njkj
南京十八,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=njsb
淮安新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=haxwzh
连云港新闻综合   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=lygxwzh
苏州新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=szxwzh
泰州新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=tzxwzh
宿迁新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=sqxwzh
徐州新闻综合,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xzxwzh
广东影视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gdys
嘉佳卡通,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jjkt
未知1,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hllmc1
未知2,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hllmc29
未知3,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hllmc30
#
24小时亚洲杯频道 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=24hyzb
CBA经典  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cbajd
掼蛋精英赛,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gdjys
高清大片 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gqdp
和平精英赛事 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hpjxss
红色轮播台,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hslbt
经典动画大集合    ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jddhdjh
经典深圳旁边电影  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jdxgdy
军事迷必看大片    ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsdp
历届春晚回顾 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ljcwhg
咪咕24小时体育台  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=mg24hty
玫瑰轮播台,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=mglbt
NBA经典 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=nbajd
欧洲足球风云,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ozzqfy
全民乒乓,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=qmpp
热剧联播,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=rjlb
赛事最经典,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=sszjd
体坛名栏汇,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ttmlh
UFC格斗精选 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ufcgdjx
五大联赛经典,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=wdlsjd
乡村振兴,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xczx
幸福中国年,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xfzgn
新片放映厅,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xpfyt
英雄联盟赛事,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=yxlmss
周杰伦现场,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=zjlxc
最强综艺趴,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=zqzyp
#
熊猫01高清,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xmpd
熊猫1   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm1
熊猫2   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm2
熊猫3   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm3
熊猫4   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm4
熊猫5   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm5
熊猫6   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm6
熊猫7   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm7
熊猫8   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm8
熊猫9   ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm9
熊猫10  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=xm10
#
龙胜龙脊梯田,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=lsljtt
大藤峡  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dtx
邕城    ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=yc
遇龙河  ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=ylh
开封金明广场,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=kfjmgc
开封清明上河园西门,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=kfqmshyxm
开封连霍高速路口 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=kflhgsgl
开封鼓楼,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=kfgl
武汉光谷,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=whgg
武汉江汉关,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=whjhg
武汉黄鹤楼,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=whhhl
#
咪咕直播_𝟙*「IPV6」,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播_𝟚*「IPV6」,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播_𝟛*「IPV6」,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播_𝟜*「IPV6」,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
# =========================================================================================================================================
🎬 影视轮播,#genre#
凌儿影院✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=1377142
小宇60帧,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=323876
恐怖惊悚✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=96577
豆瓣高分✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=8770422
花卷陪看✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=52787
漫威剧情✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=6140589
霍格沃茨✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=8814650
鱼宝恐怖✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=1165374
鬼片恐怖✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=2935323
小U-鬼片✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=96577
吃奶滴虫✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=263824
变种人片✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9651304
女神电影✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=747764
华语经典✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=434971
欧美大片✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=2793084
贝爷影厅✔原,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=252802
橙記Orange丶,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=4549169
baby丶贝贝,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=431460
UU娇哒哒呀,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=96577
Poison丶冰冰,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=74374
怡宝妹妹丶,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=434971
珍珠奶茶嗯哼哎哟,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=6566671
进击D神乐,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=122402
Rainsun宇,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=323876
韓美兮新三国,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=2838296
神乐的爱情公寓,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=6566658
燕双鹰李元芳,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=3439096
师落雍正王朝,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=6911044
网神影厅,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=508118
狂拽酷炫,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=4332
吃奶滴虫,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=263824
万合出品,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9220456
科幻Fans布玛,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=3508304
王大齐吖,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=3647278
我是郭杰瑞V,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=7357786
特辑电影院,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=3637778
篮球人物,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=8434598
进击的神乐,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=85894
大漠叔叔Dm,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=1109218
万合鲜肉老师,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9815091
伊太刀刀,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=747764
渔戈兄弟赶海,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9091847
是一坨蓝翔啊,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=276200
狂仔酷炫,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=252802
美兮超可爱的,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=20415
辽视欢乐大集锦,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9403712
敬汉卿250,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=2912165
1900影剧室,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=7796193
刀刀de食堂,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=6733133
我们可爱的程程,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=329667
綫条小狗,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=11279861
自在仙丶望月者,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=11543347
丨灬释怀灬丨,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=11391949
赶海大弟,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9348766
#
周星驰-粤语,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11336587
林正英,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342421
沈腾,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601968
成龙,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342386
刘德华,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342424
李连杰,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342390
洪金宝,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11279251
周润发,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342387
梁家辉,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342429
甄子丹,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352935
王晶,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602058
许氏三杰,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602033
五福星,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11282233
流浪地球,http://fmbox.cc/公众号玉玉软件库/huya.php?id=880261
搞笑恐怖,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601960
喜剧专场,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602044
喜剧电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352897
搞笑喜剧,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342423
警匪,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352886
飙车,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352894
经典电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342427
中国功夫,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352941
高智商罪犯,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352962
简小熙电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342399
黑帮斗争,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342419
女神系列,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11336571
快意江湖,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342435
yoo电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352876
经典女神,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352909
十一推荐,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602041
动作电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602077
玄幻剧场,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342414
小蘑菇,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601981
赛车电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11279247
玄幻专场,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352973
经典港片,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602043
七夕特辑,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352883
世界杯电影,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352963
雪中悍刀行,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11336592
将夜,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352885
镖行天下,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352969
铁齿铜牙纪晓岚,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342396
庆余年,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352960
爱情公寓,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11336726
雍正王朝,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342439
新三国,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352944
士兵突击,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342430
邻里一家亲,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342426
家有儿女,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352872
父母爱情,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602071
地下交通站,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342433
新水浒传,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342384
阳光的快乐生活,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602085
龙门客栈,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352874
六子哥,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602086
康熙王朝,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352940
老三国,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602081
康熙微服私访记,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342418
鬼吹灯,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352871
民兵葛二蛋,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602072
芈月传,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352965
一代枭雄,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342398
神医喜来乐,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601978
炊事班的故事,http://fmbox.cc/公众号玉玉软件库/huya.php?id=19524135
白鹿原,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342416
我的团长我的团,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352910
医馆笑传,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352891
抗日游击队,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352936
宝莲灯,http://fmbox.cc/公众号玉玉软件库/huya.php?id=21059563
你是我的荣耀,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352920
铁梨花,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352912
娇妹直播间,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342404
海妖的呼唤,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11602075
#
邵氏影院代,http://maomao.kandiantv.cn/douyu1.php?id=4246519
大吉大利代,https://pull.kktv8.com/livekktv/128600025.flv
冰冰经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=74374
6MD特辑院,http://maomao.kandiantv.cn/douyu1.php?id=3637778
凌儿影院㊣版,http://maomao.kandiantv.cn/douyu1.php?id=1377142
神乐影院✔原,http://maomao.kandiantv.cn/douyu1.php?id=122402
可乐影院✔原,http://maomao.kandiantv.cn/douyu1.php?id=20415
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影✔原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=2935323
小U鬼片✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
变种人片✔原,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=434971
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
译制国语✔原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
绍兴影院✪另,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
# 
刘德华dy「影视」,http://live.iill.top/douyu.php?id=2516864
鹿鼎记「影视」,http://live.iill.top/yy.php?id=28265277
豆瓣高分「影视」,http://live.iill.top/douyu.php?id=8770422
悬疑 烧脑「影视」,http://live.iill.top/yy.php?id=1354930903
变形金刚「影视」,http://live.iill.top/yy.php?id=1382736803
功夫「影视」,http://live.iill.top/yy.php?id=1354930926
复联「影视」,http://live.iill.top/yy.php?id=1354936167
变种人「影视」,http://live.iill.top/douyu.php?id=9651304
超英「影视」,http://live.iill.top/yy.php?id=1382745091
漫威「影视」,http://live.iill.top/douyu.php?id=6140589
剧情「影视」,http://live.iill.top/douyu.php?id=12098568
华语 经典「影视」,http://live.iill.top/douyu.php?id=276200
速度与激情「影视」,http://live.iill.top/yy.php?id=1382749892
007「影视」,http://live.iill.top/douyu.php?id=9292499
血色「影视」,http://live.iill.top/yy.php?id=1354926676
maxyingting「影视」,http://live.iill.top/douyu.php?id=4332
红楼梦「影视」,http://live.iill.top/yy.php?id=1382745084
黑衣人「影视」,http://live.iill.top/yy.php?id=1354930936
院线大片「影视」,http://live.iill.top/yy.php?id=1354936142
鹿鼎记周星驰「影视」,http://live.iill.top/yy.php?id=1354658049
国外科幻「影视」,http://live.iill.top/yy.php?id=1382736851
恐怖「影视」,http://live.iill.top/douyu.php?id=1165374
# 
赵本山小品,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9817716
开心麻花小品,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=10153463
宋小宝小品,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=9817729
许君聪小品,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=10419558
贾玲小品,https://fmbox.cc/公众号玉玉软件库/tv/douyu.php?id=10419541
=========================================================================================================================================

🎬 动漫轮播,#genre#
仙逆:灭藤之战,http://fmbox.cc/公众号玉玉软件库/huya.php?id=30080215
名侦探柯南,http://fmbox.cc/公众号玉玉软件库/huya.php?id=30080236
迪迦奥特曼,http://fmbox.cc/公众号玉玉软件库/huya.php?id=30080227
火影忍者,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342385
蜡笔小新,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352970
海绵宝宝,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352919
西游记,http://fmbox.cc/公众号玉玉软件库/huya.php?id=29981376
成龙历险记,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352946
成龙历险记,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352946
熊出没,http://fmbox.cc/公众号玉玉软件库/huya.php?id=30202313
熊出没2,http://fmbox.cc/公众号玉玉软件库/huya.php?id=29982670
猫和老鼠,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352879
哆啦A梦,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601963
七龙珠改,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601966
哆啦A梦「动漫」,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601963
航海王「动漫」,http://fmbox.cc/公众号玉玉软件库/huya.php?id=16913382
七龙珠「动漫」,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11601966
猫和老鼠「动漫」,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11352879
中华小当家「动漫」,http://fmbox.cc/公众号玉玉软件库/huya.php?id=11342413
